;Unnamed: 0;Title;Artist;Year;0;has_lyrics;track_id;genre;language;instrumental;lyrics;sadness;joy;fear;disgust;anger;sentiment
866;866;Please Don't Leave Me;P!nk;2009;384;1.0;14796848.0;Pop;English;0.0;"(Da da da da-da)

I don't know if I can yell any louder
How many times have I kicked you out of here?
Or said something insulting?
(Da da da da-da)
I can be so mean when I wanna be
I am capable of really anything
I can cut you into pieces
When my heart is
Broken
(Da da da da-da)

Please, don't leave me (da da da da-da)
Please, don't leave me (da da da da-da)
I always say how I don't need you
But it's always gonna come right back to this
Please, don't leave me (da da da da-da)
";0.514302;0.007242;0.125613;0.03577;0.48621;-0.904517
867;867;The Climb;Miley Cyrus;2009;412;1.0;17503243.0;Pop;English;0.0;"I can almost see it
That dream I'm dreaming, but
There's a voice inside my head saying
You'll never reach it
Every step I'm taking
Every move I make feels
Lost with no direction
My faith is shaking
But I, I gotta keep trying
Gotta keep my head held high
There's always gonna be another mountain
I'm always gonna wanna make it move
Always gonna be an uphill battle
Sometimes I'm gonna have to lose
Ain't about how fast I get there
Ain't about what's waiting on the other side
It's the climb";0.472282;0.111993;0.426513;0.015236;0.251544;-0.712675
868;868;Ice Cream Paint Job;Dorrough;2009;62;1.0;19217883.0;;English;0.0;"(G-MIIIIIIIIIIIIIIIXXXX!)

[Intro: ~Dorrough~ {Snoop Dogg}]
Hah! {West Coast, baby... }
Yeah, remix! This time I say
Yeah, buddy - live good, eat good
Old school Chevy to a Cadillac Fleetwood
Got the inside - (black!), and the outside (black!)
Thinkin 'bout a Maserati, but I rather ride ('Lac)
A.C. blow (whaaat?!), like wind chill (chill!)
Paint drippin like the rain on a windshield

[Chorus:]
Cream on the inside, clean on the outside (REMIX! Hey!)
Cream on the inside, clean on the outside (REMIX! Hey!)
Cream on the inside, clean on the outside
Ice-ice cream, I-I-I-ice cream paint job
Cream on the inside, clean on the outside (That girl... al-rite)
Cream on the inside, clean on the outside (That girl... al-rite)
Cream on the inside, clean on the outside
Ice-ice cream, I-I-I-ice cream paint job

[Verse 1: ~Dorrough~]
M-m-m-mama black, daddy black
Uncle black, granny black, catch me in a Cadillac
(Cadillac) Say, ridin on a foreign ti'
With some ice cream paint, got the shoes and I had to match
My car, yo we stunt like that (like that)
Down in Dallas, Texas, yeah it's crunk like that
All I gotta do is this, drop the top and show the wrist
And I can pull a bad chick off eye contact
Yeaaaaaaa - it's ya, it's ya, it's ya boy Dorrough
I got a wood grain wheel and a wood grain flo'
Paint job, fresh sprayed, pop trunk, might wave
Yeah, buddy, I'm paid, umm, everybody know
That gettin money is the mission, it's the auto clone magician
0-9, but I drive a 0-12 Expedition
With a auto-start ignition, fo' fifteens hit it
With a sign on the back say ""Let's go fishin""

[Repeat Chorus: (1/2)]
";0.098632;0.580685;0.047787;0.090203;0.0864;0.651502
869;869;I'm Yours;Jason Mraz;2009;259;1.0;74540069.0;Pop;English;0.0;"Well, you done done me, and you bet I felt it
I tried to be chill, but you're so hot that I melted
I fell right through the cracks
Now I'm trying to get back

Before the cool-done run out, I'll be givin' it my best-est
And nothin's gonna stop me but divine intervention
I reckon it's again my turn to win some or learn some

But I won't hesitate no more, no more
It cannot wait, I'm yours
Well, open up your mind and see like me
Open up your plans and, damn, you're free
Look into your heart and you'll find love, love, love, love

Listen to the music of the moment, people dance and sing
We're just one big family";0.036981;0.895735;0.057386;0.003045;0.022088;0.650967
870;870;Pretty Wings;Maxwell;2009;52;1.0;84468398.0;;English;0.0;"Time will bring the real end of our trial
One day they'll be no remnants
No trace, no residual feelings within ya
One day you won't remember me

Your face will be the reason I smile
But I will not see why I cannot have forever
I'll always love ya, I hope you feel the same

Oh, you played me dirty, your game was so bad
You toyed with my affliction, had to fill out my prescription
Found the remedy, I had to set you free

Away from me to see clearly
The way that love can be when you are not with me
I had to leave, I had to live";0.252676;0.661016;0.05513;0.054369;0.018401;-0.410639
871;871;Her Diamonds;Rob Thomas;2009;179;1.0;9391342.0;Pop;English;0.0;"Oh what the hell she says
I just can't win for losing
And she lays back down

Man there's so many times
I don't know what I'm doin'
Like I don't know now

By the light of the moon, she rubs her eyes
Says it's funny how the night can make you blind
I can just imagine

And I don't know what I'm supposed to do
But if she feels bad then I do too
So I let her be

And she says ooh I can't take no more
Her tears like diamonds on the floor
And her diamonds bring me down
Cause I can't help her now

She's down in it
She tried her best but now she can't win
It's hard to see them on the ground
Her diamonds falling down

way down
She sits down and stares into the distance
And it takes all night
And I know I could break her concentration";0.732962;0.02793;0.321142;0.09102;0.124021;-0.928899
872;872;Poker Face;Lady Gaga;2009;415;1.0;15476784.0;Electronic;English;0.0;"Mum mum mum mah
Mum mum mum mah
Mum mum mum mah
Mum mum mum mah
Mum mum mum mah

I wanna hold 'em like they do in Texas, please
Fold 'em, let 'em hit me, raise it; baby, stay with me (I love it)
LoveGame intuition, play the cards with spades to start
And after he's been hooked, I'll play the one that's on his heart

Oh, oh-oh, oh, oh, oh-oh-oh-oh, oh, oh
I'll get him hot, show him what I've got
Oh, oh-oh, oh, oh, oh-oh-oh-oh, oh, oh
I'll get him hot, show him what I've got

Can't read my, can't read my
No, he can't read my poker face
(She's got me like nobody)
Can't read my, can't read my
No, he can't read my poker face
(She's got me like nobody)

P-p-p-poker face, p-p-poker face
Mum mum mum mah
P-p-p-poker face, p-p-poker face
Mum mum mum mah

I wanna roll with him, a hard pair we will be
A little gambling is fun when you're with me (I love it)";0.29871;0.387445;0.146116;0.048592;0.063302;0.854405
873;873;Second Chance;Shinedown;2009;404;1.0;7335050.0;Rock;English;0.0;"My eyes are open wide
By the way
I made it through the day
I watch the world outside
By the way
I'm leaving out today

I just saw Hayley's comet, she waved
Said ""why you always running in place?
Even the man in the moon disappeared
Somewhere in the stratosphere""

Tell my mother
Tell my father
I've done the best I can
To make them realize
This is my life
I hope they understand";0.439836;0.474268;0.051327;0.067863;0.042476;-0.522848
874;874;Alright;Darius Rucker;2009;157;1.0;7605031.0;Country;English;0.0;"Alright, Alright
Yeah it's alright, alright

Don't need no five star reservations
I've got spaghetti and a cheap bottle of wine
Don't need no concert in the city
I've got a stereo and the best of Patsy Cline
Ain't got no caviar, no Dom Perignon
But as far as I can see, I've got everything I want

'Cause I've got a roof over my head
The woman I love laying in my bed
And it's alright, alright
I've got shoes under my feet
Forever in her eyes staring back at me
And it's alright, alright, yeah
And I've got all I need";;;;;;
875;875;Summer Nights;Rascal Flatts;2009;68;1.0;8304516.0;Country;English;0.0;"Come on ladies
Its time to pop that top
And fellas, I know you're ready to rock
We went crazy cooped all winter long
And school is out, so lets get it on
Flip flop tans and some white sand
I know the perfect spot

Well the sunset better set soon
So we can get in the mood
Things start getting all heated up
When it starts getting cool, yeah

Summer nights
Everybody, are you with me?
Let that igloo cooler mark your piece of paradise
Summer nights
Everybody's feeling sexy
Holler if you're ready for some summer nights
Come on.

Oohhh, oh yeah.

Now fellas, you better watch your step
Don't let them teeny french bikinis";0.047957;0.833663;0.033955;0.004884;0.106209;0.829729
876;876;Birthday Sex;Jeremih;2009;492;1.0;8745827.0;R&B/Soul;English;0.0;"It's yo birthday, so I know you want to ride out
Even if we only go to my house
Sip mo-weezy as we sit upon my couch
Feels good, but I know you want to cry out

You say want passion, I think you found it
Get ready for action, don't be astounded
We switching positions, you feel so rounded
Tell me where you want your gift, girl

Girl you know I-I-I, Girl you know I-I-I
I been feenin,
Wake up in the late night
Been dreaming bout your loving, girl
Girl you know I-I-I, Girl you know I-I-I
Don't need candles and cake
Just need your body to make...
Birthday sex... Birthday sex
Birthday sex... Birthday sex
";0.284361;0.647665;0.051172;0.0215;0.03228;0.923996
877;877;People Are Crazy;Billy Currington;2009;191;1.0;7699295.0;Country;English;0.0;"This old man and me
Were at the bar and we
Were havin' us some beers and
Swappin' I don't cares
Talkin' politics
Blonde and redhead chicks
Old dogs and new tricks and
Habits we ain't kicked

We talked about Gods grace
And all the hell we raised
Then I heard the old man say,
...

""God is great, beer is good and People Are Crazy""
...
He said ""I fought two wars,
Been married and divorced""";0.161603;0.583637;0.017492;0.134027;0.206807;0.487759
878;878;Never Say Never;The Fray;2009;33;1.0;30566209.0;Rock;English;0.0;"Some things we don't talk about
Rather do without and just hold the smile
Falling in and out of love
Ashamed and proud of, together all the while

You can never say never
While we don't know when
But time and time again
Younger now than we were before

Don't let me go
Don't let me go
Don't let me go

Don't let me go
Don't let me go
Don't let me go

Picture, you're the queen of everything";0.046708;0.893316;0.012436;0.029818;0.029566;-0.69956
880;880;Say Hey (I Love You);Michael Franti & Spearhead Featuring Cherine Anderson;2009;8;1.0;57026376.0;Rock;English;0.0;"This one goes out to you and yours, worldwide

I say hey, I'll be gone today
But I'll be back all around the way
It seems like everywhere I go
The more I see, the less I know
But I know one thing
That I love you (baby girl)
I love you, I love you, I love you

I've been a lot of places all around the way
I've seen a lot of joy and I've seen a lot of pain
But I don't want to write a love song for the world
I just want to write a song about a boy and a girl

Junkies on the corner always calling my name
And the kids on the corner playing ghetto games
When I saw you getting down, well, I hope it was you
And when I look into your eyes I knew it was true

I say hey, I'll be gone today
But I'll be back all around the way
It seems like everywhere I go
The more I see, the less I know
But I know one thing
That I love you (baby girl)
I love you, I love you, I love you
";0.292615;0.524842;0.261763;0.008869;0.011039;0.648612
881;881;Halo;Beyonce;2009;408;1.0;31279093.0;Contemporary R&B;English;0.0;"Remember those walls I built
Well, baby, they're tumbling down
And they didn't even put up a fight
They didn't even make a sound

I found a way to let you win
But I never really had a doubt
Standing in the light of your halo
I got my angel now

It's like I've been awakened
Every rule I had you break it
It's the risk that I'm taking
I ain't never gonna shut you out

Everywhere I'm looking now
I'm surrounded by your embrace
Baby, I can see your halo
You know you're my saving grace

You're everything I need and more
It's written all over your face
Baby, I can feel your halo
Pray it won't fade away

I can feel your halo (halo) halo
I can see your halo (halo) halo
I can feel your halo (halo) halo";0.290498;0.408688;0.346242;0.019455;0.037207;-0.644221
